"campus","sample_type","sample_subtype","classcode","orig_classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021"
"VRG","FISH","FISH","SCHI","Sarda chiliensis chiliensis","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Sarda","chiliensis chiliensis","Sarda chiliensis chiliensis","WoRMS","273810","Eastern Pacific Bonito",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SCHR","SCHR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCHR","SCHR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCHR","SCHR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SCHR","Sebastes chrysomelas","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SDAL","SDAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SDAL","SDAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SDAL","SDAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SDAL","Sebastes dallii","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SDIP","SDIP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa","WoRMS","274787","Splitnose Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SDIP","SDIP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa","WoRMS","274787","Splitnose Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SDIP","SDIP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa","WoRMS","274787","Splitnose Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SEBSPP","SEBSPP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","spp","Sebastes","WoRMS","126175","Rockfish, Unidentified Sp.",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SEBSPP","BRF","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","spp","Sebastes","WoRMS","126175","Rockfish, Unidentified Sp.",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SEBSPP","SEBSPP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","spp","Sebastes","WoRMS","126175","Rockfish, Unidentified Sp.",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SENT","SENT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas","Sebastes entomelas","WoRMS","274791","Widow Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SENT","SENT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas","Sebastes entomelas","WoRMS","274791","Widow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SENT","SENT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas","Sebastes entomelas","WoRMS","274791","Widow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SGIG","SGIG","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SGIG","SGIG","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SGIG","SGIG","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SGIG","Stereolepis gigas","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SGUT","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SGUT","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SGUT","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SGUT","Scorpaena guttata","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SHOP","SHOP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SHOP","SHOP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SHOP","SHOP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SHOP","Sebastes hopkinsi","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SJAP","SJAP","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SJAP","SJAP","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SJAP","SJAP","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SJAP","Scomber japonicus","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SLAL","SLAL","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SLAL","SLAL","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SLAL","SLAN","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SLAL","Seriola lalandi","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SLUC","SLUC","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","lucioceps","Synodus lucioceps","WoRMS","272132","California Lizardfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SLUC","SLUC","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","lucioceps","Synodus lucioceps","WoRMS","272132","California Lizardfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SMAL","SMAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","maliger","Sebastes maliger","WoRMS","274815","Quillback Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMAL","SMAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","maliger","Sebastes maliger","WoRMS","274815","Quillback Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SMAR","SMAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMAR","SMAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMAR","SMAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SMAR","Scorpaenichthys marmoratus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SMEL","SMEL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops","WoRMS","274817","Black Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMEL","SMEL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops","WoRMS","274817","Black Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMEL","SMEL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops","WoRMS","274817","Black Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SMIN","SMIN","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMIN","SMIN","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMIN","SMIN","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SMIN","Sebastes miniatus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"HSU","FISH","FISH","SMYS","SMYS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMYS","SMYS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMYS","SMYS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"VRG","FISH","FISH","SMYS","Sebastes mystinus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"no","no","no","no","no","yes","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
